id,user,tenant_id,metodoPago,fechaCreacion,fechaEntrega,fechaCancelacion,estado,repartidor,direccion_entrega,lat,lon,total,calificacion,comentario,tiempo_entrega_min
3494,83,19,PESOS,2025-04-08 23:32:30.000000,2025-04-09 00:33:30,,ENTREGADO,,"Avenida de Corona Cortina 6 Puerta 3 , Tarragona, 48648, Buenos Aires, Argentina",-34.665465,-58.519198,7465.77,4.0,,61.0
3495,493,11,CRIPTO,2025-03-26 21:16:55.000000,,2025-03-26 21:26:55,CANCELADO,,"Via de Regina Casanovas 8, Madrid, 30953, Buenos Aires, Argentina",-34.665465,-58.519198,4021.08,,,
3496,108,17,CRIPTO,2025-04-03 21:18:03.000000,2025-04-03 22:33:03,,ENTREGADO,,"C. de Ema Pedro 6 Puerta 3 , Guipúzcoa, 17114, Buenos Aires, Argentina",-34.665465,-58.519198,5502.93,3.0,Veritatis deserunt voluptate totam.,75.0
3497,383,1,PESOS,2025-03-31 09:04:24.000000,,2025-03-31 09:09:24,CANCELADO,,"Callejón Manu Teruel 86, Salamanca, 18386, Buenos Aires, Argentina",-34.665465,-58.519198,9185.26,,,
3498,139,9,CRIPTO,2025-03-24 16:54:04.000000,2025-03-24 18:23:04,,ENTREGADO,,"Rambla Zacarías Pou 91, Las Palmas, 05451, Buenos Aires, Argentina",-34.665465,-58.519198,8116.15,5.0,Tempore iure cumque voluptatibus provident.,89.0
3499,204,5,CRIPTO,2025-04-10 20:02:50.000000,2025-04-10 20:27:50,,ENTREGADO,,"Camino de Isaías Garrido 896 Apt. 86 , Cádiz, 50106, Buenos Aires, Argentina",-34.665465,-58.519198,6704.84,2.0,,25.0
3500,455,18,PESOS,2025-04-18 09:57:59.000000,2025-04-18 10:30:59,,ENTREGADO,,"C. Angélica Saldaña 59 Piso 3 , Ourense, 51076, Buenos Aires, Argentina",-34.665465,-58.519198,8908.52,4.0,,33.0
3501,119,3,PESOS,2025-04-06 08:44:23.000000,2025-04-06 09:55:23,,ENTREGADO,,"C. Francisco Quintanilla 40 Apt. 45 , Castellón, 40933, Buenos Aires, Argentina",-34.665465,-58.519198,1518.77,2.0,,71.0
3502,491,7,PESOS,2025-04-09 19:22:44.000000,,2025-04-09 19:34:44,CANCELADO,,"Rambla de Juanito Pulido 896, Álava, 42944, Buenos Aires, Argentina",-34.665465,-58.519198,10621.98,,,
3503,118,4,PESOS,2025-04-12 22:01:51.000000,,2025-04-12 22:15:51,CANCELADO,,"Via de Leire Barceló 167 Apt. 71 , Cuenca, 39121, Buenos Aires, Argentina",-34.665465,-58.519198,2480.97,,,
3504,391,9,PESOS,2025-03-26 00:36:43.000000,,2025-03-26 00:50:43,CANCELADO,,"Pasadizo de Jimena Lasa 27 Apt. 52 , La Coruña, 04552, Buenos Aires, Argentina",-34.665465,-58.519198,1076.95,,,
3505,411,12,PESOS,2025-03-28 09:18:14.000000,2025-03-28 09:58:14,,ENTREGADO,,"Ronda de Adrián Trillo 718, La Rioja, 30496, Buenos Aires, Argentina",-34.665465,-58.519198,8422.66,2.0,,40.0
3506,465,7,PESOS,2025-04-16 10:38:28.000000,,2025-04-16 10:46:28,CANCELADO,,"Urbanización Liliana Tomas 63 Apt. 76 , Teruel, 34465, Buenos Aires, Argentina",-34.665465,-58.519198,4240.62,,,
3507,474,20,CRIPTO,2025-03-29 22:39:43.000000,2025-03-29 23:53:43,,ENTREGADO,,"Glorieta Félix Pallarès 11 Piso 8 , Sevilla, 22550, Buenos Aires, Argentina",-34.665465,-58.519198,3598.42,3.0,,74.0
3508,490,18,PESOS,2025-04-06 17:30:10.000000,,2025-04-06 17:37:10,CANCELADO,,"Acceso Conrado Solé 71, Toledo, 31829, Buenos Aires, Argentina",-34.665465,-58.519198,4399.36,,,
3509,441,6,CRIPTO,2025-03-28 03:21:54.000000,2025-03-28 03:56:54,,ENTREGADO,,"Glorieta de Carlota Ariño 201 Piso 0 , Álava, 47610, Buenos Aires, Argentina",-34.665465,-58.519198,1236.91,3.0,Distinctio aliquid pariatur praesentium.,35.0
3510,381,8,CRIPTO,2025-04-07 08:17:47.000000,2025-04-07 09:11:47,,ENTREGADO,,"C. de Laura Manzano 713, Girona, 38105, Buenos Aires, Argentina",-34.665465,-58.519198,2781.71,5.0,,54.0
3511,228,5,PESOS,2025-03-24 19:08:33.000000,2025-03-24 19:33:33,,ENTREGADO,,"Ronda de Sandalio Trillo 349 Puerta 3 , Murcia, 38195, Buenos Aires, Argentina",-34.665465,-58.519198,3746.72,4.0,,25.0
3512,284,20,PESOS,2025-04-18 10:10:18.000000,2025-04-18 10:51:18,,ENTREGADO,,"Urbanización María José Huguet 33 Puerta 8 , Granada, 08387, Buenos Aires, Argentina",-34.665465,-58.519198,1537.11,3.0,,41.0
3513,279,13,PESOS,2025-04-09 08:55:44.000000,2025-04-09 09:27:44,,ENTREGADO,,"Calle de Reynaldo Torrents 77, Melilla, 09313, Buenos Aires, Argentina",-34.665465,-58.519198,3993.25,2.0,,32.0
3514,477,13,CRIPTO,2025-04-13 04:29:12.000000,,2025-04-13 04:36:12,CANCELADO,,"Glorieta de Rosalina Goñi 6 Piso 2 , Guipúzcoa, 27467, Buenos Aires, Argentina",-34.665465,-58.519198,12128.3,,,
3515,328,4,PESOS,2025-03-24 08:06:29.000000,2025-03-24 09:14:29,,ENTREGADO,,"Vial Julie Salinas 58 Puerta 7 , Soria, 30388, Buenos Aires, Argentina",-34.665465,-58.519198,11142.51,1.0,Doloribus porro voluptatem ullam.,68.0
3516,143,4,PESOS,2025-04-15 12:52:06.000000,2025-04-15 13:40:06,,ENTREGADO,,"Ronda Lupe Vargas 69 Piso 7 , La Rioja, 10500, Buenos Aires, Argentina",-34.665465,-58.519198,9975.19,4.0,Cupiditate culpa eligendi optio enim rem nostrum.,48.0
3517,21,11,PESOS,2025-03-21 01:12:07.000000,,2025-03-21 01:20:07,CANCELADO,,"Pasadizo de Guiomar Alcalá 2 Puerta 5 , Teruel, 47587, Buenos Aires, Argentina",-34.665465,-58.519198,7691.85,,,
3518,169,14,PESOS,2025-04-03 06:55:32.000000,2025-04-03 07:44:32,,ENTREGADO,,"Glorieta Genoveva Ortega 797, Valencia, 16498, Buenos Aires, Argentina",-34.665465,-58.519198,7152.47,1.0,,49.0
3519,331,5,PESOS,2025-04-05 06:23:56.000000,2025-04-05 06:47:56,,ENTREGADO,,"Urbanización de Espiridión Grande 6, Álava, 50215, Buenos Aires, Argentina",-34.665465,-58.519198,1320.62,2.0,,24.0
3520,11,3,CRIPTO,2025-04-06 18:32:03.000000,2025-04-06 19:19:03,,ENTREGADO,,"Vial Flora Aragonés 7 Apt. 44 , Valencia, 32136, Buenos Aires, Argentina",-34.665465,-58.519198,4638.94,2.0,,47.0
3521,139,15,PESOS,2025-04-06 17:41:17.000000,,2025-04-06 17:46:17,CANCELADO,,"Rambla Zacarías Pou 91, Las Palmas, 05451, Buenos Aires, Argentina",-34.665465,-58.519198,5607.39,,,
3522,101,3,CRIPTO,2025-03-26 20:29:35.000000,,2025-03-26 20:35:35,CANCELADO,,"Cuesta de Gastón Vergara 7, Pontevedra, 15722, Buenos Aires, Argentina",-34.665465,-58.519198,7929.53,,,
3523,61,9,PESOS,2025-04-03 11:43:04.000000,2025-04-03 12:41:04,,ENTREGADO,,"Pasadizo de Modesta Salinas 8, Granada, 10633, Buenos Aires, Argentina",-34.665465,-58.519198,6588.24,5.0,,58.0
3524,6,3,PESOS,2025-03-21 23:59:14.000000,2025-03-22 01:04:14,,ENTREGADO,,"Acceso de María Carmen Vilanova 872, Alicante, 45753, Buenos Aires, Argentina",-34.665465,-58.519198,3191.58,3.0,,65.0
3525,446,17,PESOS,2025-04-15 02:58:29.000000,2025-04-15 03:46:29,,ENTREGADO,,"Via de Almudena Bastida 21 Apt. 50 , Lleida, 42513, Buenos Aires, Argentina",-34.665465,-58.519198,1416.67,5.0,,48.0
3526,404,3,CRIPTO,2025-04-04 09:12:20.000000,,2025-04-04 09:18:20,CANCELADO,,"Ronda Erasmo Amador 7, Burgos, 17520, Buenos Aires, Argentina",-34.665465,-58.519198,1518.77,,,
3527,30,1,PESOS,2025-03-31 07:03:30.000000,2025-03-31 08:17:30,,ENTREGADO,,"Ronda Inocencio Carnero 82 Apt. 07 , Álava, 12784, Buenos Aires, Argentina",-34.665465,-58.519198,2032.62,1.0,,74.0
3528,13,20,PESOS,2025-04-04 08:27:09.000000,2025-04-04 09:32:09,,ENTREGADO,,"Avenida Jenny Ochoa 10 Apt. 57 , Burgos, 46875, Buenos Aires, Argentina",-34.665465,-58.519198,9934.43,2.0,,65.0
3529,479,2,PESOS,2025-04-15 05:20:19.000000,2025-04-15 05:55:19,,ENTREGADO,,"Camino de Amanda Valentín 46, Valencia, 05255, Buenos Aires, Argentina",-34.665465,-58.519198,8558.36,3.0,,35.0
3530,268,14,PESOS,2025-04-08 16:37:06.000000,,2025-04-08 16:47:06,CANCELADO,,"Cañada Merche Canet 89 Apt. 20 , Tarragona, 12223, Buenos Aires, Argentina",-34.665465,-58.519198,6539.69,,,
3531,426,8,PESOS,2025-03-30 17:22:31.000000,,2025-03-30 17:34:31,CANCELADO,,"Camino de Débora Pomares 6, Vizcaya, 28998, Buenos Aires, Argentina",-34.665465,-58.519198,1639.62,,,
3532,395,9,CRIPTO,2025-03-25 17:39:47.000000,,2025-03-25 17:52:47,CANCELADO,,"C. Ceferino Puerta 46, Santa Cruz de Tenerife, 51014, Buenos Aires, Argentina",-34.665465,-58.519198,11951.42,,,
3533,141,7,PESOS,2025-03-26 21:12:59.000000,2025-03-26 22:11:59,,ENTREGADO,,"C. de Cayetana Lozano 50 Piso 2 , Zaragoza, 51868, Buenos Aires, Argentina",-34.665465,-58.519198,1070.28,2.0,,59.0
3534,199,7,PESOS,2025-04-17 12:09:05.000000,,2025-04-17 12:22:05,CANCELADO,,"Urbanización de Jose Francisco Otero 66, Valencia, 42824, Buenos Aires, Argentina",-34.665465,-58.519198,1070.28,,,
3535,488,14,PESOS,2025-04-10 16:22:31.000000,2025-04-10 17:01:31,,ENTREGADO,,"Cuesta Apolinar Cuervo 69 Apt. 26 , Valencia, 39916, Buenos Aires, Argentina",-34.665465,-58.519198,7749.53,4.0,,39.0
3536,380,6,PESOS,2025-04-19 11:51:51.000000,2025-04-19 12:30:51,,ENTREGADO,,"Vial Elena Yuste 5 Piso 1 , Álava, 34168, Buenos Aires, Argentina",-34.665465,-58.519198,4261.82,3.0,,39.0
3537,312,15,PESOS,2025-04-18 00:49:54.000000,2025-04-18 01:20:54,,ENTREGADO,,"Rambla de Noa Montenegro 70, Asturias, 14715, Buenos Aires, Argentina",-34.665465,-58.519198,5799.93,5.0,,31.0
3538,205,1,CRIPTO,2025-03-21 10:01:24.000000,2025-03-21 10:51:24,,ENTREGADO,,"Alameda de Juan Manuel Porta 6, Palencia, 01987, Buenos Aires, Argentina",-34.665465,-58.519198,3260.41,1.0,,50.0
3539,260,2,PESOS,2025-03-25 05:21:14.000000,2025-03-25 06:22:14,,ENTREGADO,,"C. Ascensión Milla 89 Piso 6 , Lleida, 22287, Buenos Aires, Argentina",-34.665465,-58.519198,10032.28,5.0,,61.0
3540,8,17,CRIPTO,2025-04-07 08:42:44.000000,2025-04-07 09:26:44,,ENTREGADO,,"Ronda Elisabet Poza 97, Zaragoza, 33663, Buenos Aires, Argentina",-34.665465,-58.519198,10892.4,2.0,,44.0
3541,378,6,CRIPTO,2025-04-02 13:31:57.000000,,2025-04-02 13:36:57,CANCELADO,,"Via Aura Abascal 16 Apt. 98 , Girona, 38981, Buenos Aires, Argentina",-34.665465,-58.519198,11840.47,,,
3542,495,2,PESOS,2025-03-29 10:29:00.000000,,2025-03-29 10:40:00,CANCELADO,,"Calle de Visitación Vazquez 2 Piso 9 , Salamanca, 41959, Buenos Aires, Argentina",-34.665465,-58.519198,12965.92,,,
3543,52,5,PESOS,2025-04-04 17:03:09.000000,,2025-04-04 17:13:09,CANCELADO,,"Urbanización Caridad Maza 45 Piso 3 , Girona, 27644, Buenos Aires, Argentina",-34.665465,-58.519198,6963.64,,,
3544,352,20,PESOS,2025-03-26 13:38:32.000000,,2025-03-26 13:51:32,CANCELADO,,"Avenida de Eutropio Ureña 31, Cuenca, 25823, Buenos Aires, Argentina",-34.665465,-58.519198,7056.01,,,
3545,381,2,PESOS,2025-03-23 12:30:44.000000,2025-03-23 13:25:44,,ENTREGADO,,"C. de Laura Manzano 713, Girona, 38105, Buenos Aires, Argentina",-34.665465,-58.519198,8267.0,4.0,,55.0
3546,372,2,PESOS,2025-03-29 01:18:21.000000,2025-03-29 02:12:21,,ENTREGADO,,"Via de Amaro Peláez 595 Apt. 02 , Ávila, 14210, Buenos Aires, Argentina",-34.665465,-58.519198,7222.84,3.0,,54.0
3547,279,1,PESOS,2025-03-30 00:34:45.000000,,2025-03-30 00:49:45,CANCELADO,,"Calle de Reynaldo Torrents 77, Melilla, 09313, Buenos Aires, Argentina",-34.665465,-58.519198,1227.79,,,
3548,495,1,CRIPTO,2025-03-22 08:13:09.000000,,2025-03-22 08:28:09,CANCELADO,,"Calle de Visitación Vazquez 2 Piso 9 , Salamanca, 41959, Buenos Aires, Argentina",-34.665465,-58.519198,4860.8,,,
3549,225,2,CRIPTO,2025-04-02 12:59:40.000000,2025-04-02 14:07:40,,ENTREGADO,,"Via Pelayo Prat 28, Segovia, 47086, Buenos Aires, Argentina",-34.665465,-58.519198,4921.05,4.0,,68.0
3550,338,19,CRIPTO,2025-03-22 13:20:22.000000,2025-03-22 14:06:22,,ENTREGADO,,"Paseo de Samuel Marí 50, Segovia, 34165, Buenos Aires, Argentina",-34.665465,-58.519198,3892.84,2.0,,46.0
3551,359,10,PESOS,2025-04-15 15:22:03.000000,2025-04-15 16:25:03,,ENTREGADO,,"Via de Noemí Yuste 8, Badajoz, 41645, Buenos Aires, Argentina",-34.665465,-58.519198,3790.9,2.0,,63.0
3552,265,15,PESOS,2025-04-06 01:31:12.000000,2025-04-06 02:25:12,,ENTREGADO,,"Plaza de Ignacia Castelló 69, Teruel, 46756, Buenos Aires, Argentina",-34.665465,-58.519198,3835.32,4.0,Itaque ut facere ducimus dolores.,54.0
3553,105,17,PESOS,2025-04-11 20:43:10.000000,,2025-04-11 20:53:10,CANCELADO,,"Paseo Fátima Posada 25 Apt. 78 , Granada, 01751, Buenos Aires, Argentina",-34.665465,-58.519198,4957.18,,,
3554,319,11,CRIPTO,2025-03-24 05:46:10.000000,2025-03-24 06:48:10,,ENTREGADO,,"Vial Laura Noguera 41, Ceuta, 30082, Buenos Aires, Argentina",-34.665465,-58.519198,4036.63,2.0,Odio dolorum at dolorum eos dolor.,62.0
3555,32,19,PESOS,2025-04-07 17:23:27.000000,,2025-04-07 17:36:27,CANCELADO,,"Calle Herberto Sobrino 31 Puerta 6 , Alicante, 03931, Buenos Aires, Argentina",-34.665465,-58.519198,2242.54,,,
3556,465,15,PESOS,2025-04-01 09:05:27.000000,,2025-04-01 09:14:27,CANCELADO,,"Urbanización Liliana Tomas 63 Apt. 76 , Teruel, 34465, Buenos Aires, Argentina",-34.665465,-58.519198,11629.51,,,
3557,288,5,PESOS,2025-04-12 00:09:48.000000,2025-04-12 00:57:48,,ENTREGADO,,"Plaza Reyna Bárcena 29 Apt. 33 , Navarra, 22577, Buenos Aires, Argentina",-34.665465,-58.519198,3746.72,2.0,,48.0
3558,222,16,PESOS,2025-03-21 05:43:55.000000,2025-03-21 06:46:55,,ENTREGADO,,"Plaza de Graciela Andreu 78, Cáceres, 09178, Buenos Aires, Argentina",-34.665465,-58.519198,6323.73,2.0,,63.0
3559,123,16,CRIPTO,2025-03-22 00:53:09.000000,,2025-03-22 01:01:09,CANCELADO,,"Alameda de Roldán Galiano 91 Puerta 7 , Baleares, 21212, Buenos Aires, Argentina",-34.665465,-58.519198,5725.44,,,
3560,408,6,PESOS,2025-04-19 00:12:13.000000,,2025-04-19 00:21:13,CANCELADO,,"Glorieta Angelino Girona 49 Puerta 9 , Pontevedra, 48001, Buenos Aires, Argentina",-34.665465,-58.519198,8098.71,,,
3561,52,3,PESOS,2025-04-15 12:56:26.000000,,2025-04-15 13:09:26,CANCELADO,,"Urbanización Caridad Maza 45 Piso 3 , Girona, 27644, Buenos Aires, Argentina",-34.665465,-58.519198,3814.92,,,
3562,107,8,PESOS,2025-04-14 08:19:08.000000,2025-04-14 09:00:08,,ENTREGADO,,"Acceso Nydia Aguiló 158, Vizcaya, 38345, Buenos Aires, Argentina",-34.665465,-58.519198,2540.63,1.0,Temporibus quasi accusantium ullam tempora.,41.0
3563,128,1,PESOS,2025-03-28 16:17:20.000000,2025-03-28 17:17:20,,ENTREGADO,,"Acceso Jose Manuel Camino 615 Puerta 9 , Ávila, 30765, Buenos Aires, Argentina",-34.665465,-58.519198,6269.71,3.0,,60.0
3564,433,3,PESOS,2025-04-18 06:50:34.000000,,2025-04-18 06:56:34,CANCELADO,,"Glorieta Andrés Benavides 75, Cuenca, 30736, Buenos Aires, Argentina",-34.665465,-58.519198,10225.68,,,
3565,193,11,PESOS,2025-03-23 11:40:48.000000,,2025-03-23 11:54:48,CANCELADO,,"Paseo de Gloria Jordán 4 Apt. 20 , Santa Cruz de Tenerife, 40536, Buenos Aires, Argentina",-34.665465,-58.519198,7752.72,,,
3566,386,15,PESOS,2025-04-05 08:02:34.000000,2025-04-05 08:59:34,,ENTREGADO,,"Rambla Leocadia Martín 51 Apt. 32 , Pontevedra, 14626, Buenos Aires, Argentina",-34.665465,-58.519198,11645.85,1.0,,57.0
3567,323,12,PESOS,2025-04-16 00:52:07.000000,,2025-04-16 00:58:07,CANCELADO,,"Avenida de Ramón Sanz 674 Apt. 73 , Las Palmas, 26378, Buenos Aires, Argentina",-34.665465,-58.519198,3902.84,,,
3568,321,11,PESOS,2025-03-25 03:11:28.000000,2025-03-25 04:21:28,,ENTREGADO,,"Plaza Aitor Alcalde 53, Cuenca, 10595, Buenos Aires, Argentina",-34.665465,-58.519198,4021.08,1.0,,70.0
3569,121,18,CRIPTO,2025-04-07 06:50:03.000000,2025-04-07 07:34:03,,ENTREGADO,,"Calle de Victor Manso 140, Cáceres, 48674, Buenos Aires, Argentina",-34.665465,-58.519198,875.92,4.0,Laborum id perspiciatis quae.,44.0
3570,218,7,PESOS,2025-04-13 00:30:35.000000,2025-04-13 01:14:35,,ENTREGADO,,"Urbanización Yéssica Chico 99, Santa Cruz de Tenerife, 10491, Buenos Aires, Argentina",-34.665465,-58.519198,3609.26,1.0,Voluptatum vero adipisci veritatis mollitia molestiae modi quidem.,44.0
3571,373,18,CRIPTO,2025-03-25 19:00:17.000000,2025-03-25 19:54:17,,ENTREGADO,,"Ronda Ruth Carbonell 51 Puerta 7 , Barcelona, 29993, Buenos Aires, Argentina",-34.665465,-58.519198,7894.36,4.0,,54.0
3572,305,20,PESOS,2025-04-17 18:02:33.000000,2025-04-17 18:38:33,,ENTREGADO,,"Via de Julio Escalona 36 Puerta 5 , Las Palmas, 48218, Buenos Aires, Argentina",-34.665465,-58.519198,6485.92,3.0,,36.0
3573,265,18,PESOS,2025-03-25 09:04:07.000000,,2025-03-25 09:16:07,CANCELADO,,"Plaza de Ignacia Castelló 69, Teruel, 46756, Buenos Aires, Argentina",-34.665465,-58.519198,8406.91,,,
3574,467,1,CRIPTO,2025-04-02 20:42:09.000000,2025-04-02 21:26:09,,ENTREGADO,,"Paseo Amparo Fernández 97 Puerta 1 , Málaga, 09509, Buenos Aires, Argentina",-34.665465,-58.519198,6332.46,2.0,Voluptatum nostrum totam deserunt laborum sint omnis eaque.,44.0
3575,28,8,PESOS,2025-04-09 20:35:47.000000,2025-04-09 21:52:47,,ENTREGADO,,"Alameda Ezequiel Guitart 56, Salamanca, 10004, Buenos Aires, Argentina",-34.665465,-58.519198,3018.18,5.0,Molestias nobis alias atque quaerat.,77.0
3576,251,13,CRIPTO,2025-03-30 11:33:41.000000,,2025-03-30 11:47:41,CANCELADO,,"Avenida Luis Miguel Zorrilla 2 Piso 0 , Madrid, 09918, Buenos Aires, Argentina",-34.665465,-58.519198,3366.99,,,
3577,200,16,CRIPTO,2025-04-06 10:00:04.000000,2025-04-06 11:18:04,,ENTREGADO,,"Avenida Josep Jódar 18, Ourense, 21716, Buenos Aires, Argentina",-34.665465,-58.519198,8708.16,2.0,,78.0
3578,16,7,CRIPTO,2025-04-09 05:10:04.000000,,2025-04-09 05:19:04,CANCELADO,,"Paseo de Ramón Pozuelo 95, Lleida, 18444, Buenos Aires, Argentina",-34.665465,-58.519198,7503.33,,,
3579,366,13,PESOS,2025-04-08 20:31:56.000000,,2025-04-08 20:42:56,CANCELADO,,"Paseo de David Menéndez 19, Segovia, 22275, Buenos Aires, Argentina",-34.665465,-58.519198,10695.59,,,
3580,262,7,CRIPTO,2025-04-02 20:41:55.000000,,2025-04-02 20:56:55,CANCELADO,,"C. de Onofre Ribas 190 Apt. 97 , Zaragoza, 43787, Buenos Aires, Argentina",-34.665465,-58.519198,1963.01,,,
3581,406,9,CRIPTO,2025-04-07 15:51:39.000000,,2025-04-07 16:04:39,CANCELADO,,"Pasadizo de Silvia Macias 25, Madrid, 45199, Buenos Aires, Argentina",-34.665465,-58.519198,4322.59,,,
3582,38,1,PESOS,2025-04-17 22:40:09.000000,,2025-04-17 22:46:09,CANCELADO,,"Via de Berto Rosell 7, Valencia, 17416, Buenos Aires, Argentina",-34.665465,-58.519198,6999.89,,,
3583,373,4,PESOS,2025-03-31 19:00:23.000000,2025-03-31 20:19:23,,ENTREGADO,,"Ronda Ruth Carbonell 51 Puerta 7 , Barcelona, 29993, Buenos Aires, Argentina",-34.665465,-58.519198,2480.97,1.0,Esse debitis omnis amet autem similique.,79.0
3584,364,20,CRIPTO,2025-03-21 15:02:55.000000,,2025-03-21 15:10:55,CANCELADO,,"Urbanización de Ulises Acosta 28 Puerta 4 , Palencia, 28798, Buenos Aires, Argentina",-34.665465,-58.519198,6749.37,,,
3585,111,2,PESOS,2025-04-07 06:30:03.000000,,2025-04-07 06:35:03,CANCELADO,,"Glorieta Jose Miguel Planas 9, Barcelona, 43746, Buenos Aires, Argentina",-34.665465,-58.519198,10669.97,,,
3586,71,10,PESOS,2025-03-25 15:23:28.000000,2025-03-25 16:17:28,,ENTREGADO,,"Vial de Celia Villegas 34, Las Palmas, 51093, Buenos Aires, Argentina",-34.665465,-58.519198,5003.66,2.0,Hic in ullam rem eveniet accusamus.,54.0
3587,179,10,PESOS,2025-03-23 23:28:34.000000,,2025-03-23 23:39:34,CANCELADO,,"Cuesta de Julián Poza 26 Apt. 50 , Sevilla, 14428, Buenos Aires, Argentina",-34.665465,-58.519198,3790.9,,,
3588,263,4,PESOS,2025-03-28 10:33:31.000000,2025-03-28 11:46:31,,ENTREGADO,,"Calle de Maxi Calatayud 84, Melilla, 42160, Buenos Aires, Argentina",-34.665465,-58.519198,7785.78,1.0,,73.0
3589,398,10,CRIPTO,2025-03-22 13:01:06.000000,,2025-03-22 13:13:06,CANCELADO,,"Urbanización de Alejandro Izquierdo 93, Málaga, 45360, Buenos Aires, Argentina",-34.665465,-58.519198,5060.64,,,
3590,19,6,PESOS,2025-04-03 00:15:04.000000,2025-04-03 00:38:04,,ENTREGADO,,"Urbanización Jacinta Mascaró 45 Piso 5 , Castellón, 47731, Buenos Aires, Argentina",-34.665465,-58.519198,3363.29,5.0,,23.0
3591,196,3,PESOS,2025-03-24 09:50:54.000000,2025-03-24 10:52:54,,ENTREGADO,,"Vial de Hilda Barbero 74 Piso 1 , Alicante, 46452, Buenos Aires, Argentina",-34.665465,-58.519198,5817.43,4.0,,62.0
3592,280,4,PESOS,2025-04-08 02:22:34.000000,,2025-04-08 02:35:34,CANCELADO,,"C. Jenaro Rosselló 29 Apt. 64 , Cantabria, 03063, Buenos Aires, Argentina",-34.665465,-58.519198,4084.06,,,
3593,122,20,PESOS,2025-04-10 16:10:26.000000,2025-04-10 16:48:26,,ENTREGADO,,"Callejón de Leopoldo Coll 9, Zaragoza, 02357, Buenos Aires, Argentina",-34.665465,-58.519198,9326.52,1.0,,38.0
3594,427,9,PESOS,2025-04-02 18:46:37.000000,2025-04-02 20:02:37,,ENTREGADO,,"Paseo de Lucio Crespi 6, Cantabria, 23852, Buenos Aires, Argentina",-34.665465,-58.519198,9038.79,5.0,,76.0
3595,323,17,CRIPTO,2025-03-24 06:39:11.000000,2025-03-24 07:29:11,,ENTREGADO,,"Avenida de Ramón Sanz 674 Apt. 73 , Las Palmas, 26378, Buenos Aires, Argentina",-34.665465,-58.519198,4868.67,5.0,,50.0
3596,83,3,PESOS,2025-04-10 09:38:06.000000,,2025-04-10 09:44:06,CANCELADO,,"Avenida de Corona Cortina 6 Puerta 3 , Tarragona, 48648, Buenos Aires, Argentina",-34.665465,-58.519198,8903.7,,,
3597,306,8,PESOS,2025-04-17 08:56:42.000000,,2025-04-17 09:09:42,CANCELADO,,"Acceso Ruperta Vila 31, Baleares, 28430, Buenos Aires, Argentina",-34.665465,-58.519198,7072.41,,,
3598,175,15,CRIPTO,2025-03-28 05:04:47.000000,2025-03-28 05:57:47,,ENTREGADO,,"Rambla Simón Carrasco 71 Puerta 6 , Salamanca, 40887, Buenos Aires, Argentina",-34.665465,-58.519198,4545.86,2.0,,53.0
3599,479,18,PESOS,2025-03-23 06:32:28.000000,,2025-03-23 06:45:28,CANCELADO,,"Camino de Amanda Valentín 46, Valencia, 05255, Buenos Aires, Argentina",-34.665465,-58.519198,4007.55,,,
3600,39,6,PESOS,2025-04-15 06:08:46.000000,,2025-04-15 06:22:46,CANCELADO,,"Glorieta de Maricruz Giralt 74, Soria, 19717, Buenos Aires, Argentina",-34.665465,-58.519198,7690.91,,,
3601,212,16,PESOS,2025-04-05 19:47:16.000000,2025-04-05 20:32:16,,ENTREGADO,,"Vial Basilio Mesa 65, Madrid, 34676, Buenos Aires, Argentina",-34.665465,-58.519198,5539.85,5.0,,45.0
3602,350,10,CRIPTO,2025-04-04 11:15:20.000000,,2025-04-04 11:27:20,CANCELADO,,"Vial Marcela Martín 92 Apt. 11 , Navarra, 25864, Buenos Aires, Argentina",-34.665465,-58.519198,4036.15,,,
3603,474,17,CRIPTO,2025-04-15 10:03:05.000000,2025-04-15 10:44:05,,ENTREGADO,,"Glorieta Félix Pallarès 11 Piso 8 , Sevilla, 22550, Buenos Aires, Argentina",-34.665465,-58.519198,2571.8,1.0,Quis facere a quos non accusamus.,41.0
3604,206,7,PESOS,2025-04-11 22:44:18.000000,,2025-04-11 22:57:18,CANCELADO,,"Avenida de María Jesús Valdés 38 Piso 7 , Valladolid, 40194, Buenos Aires, Argentina",-34.665465,-58.519198,8547.28,,,
3605,106,13,PESOS,2025-04-12 15:10:11.000000,,2025-04-12 15:16:11,CANCELADO,,"Vial Yésica Montero 75 Piso 6 , Ceuta, 04033, Buenos Aires, Argentina",-34.665465,-58.519198,8222.48,,,
3606,216,2,PESOS,2025-04-19 07:34:14.000000,,2025-04-19 07:48:14,CANCELADO,,"Calle de Maura Varela 48, Valladolid, 25379, Buenos Aires, Argentina",-34.665465,-58.519198,7730.49,,,
3607,208,10,PESOS,2025-04-03 19:14:19.000000,,2025-04-03 19:24:19,CANCELADO,,"Urbanización Gisela Viña 75, Lleida, 46427, Buenos Aires, Argentina",-34.665465,-58.519198,3587.52,,,
3608,401,2,PESOS,2025-04-04 00:48:09.000000,2025-04-04 01:27:09,,ENTREGADO,,"Callejón de Malena Jaume 4 Piso 1 , Álava, 34858, Buenos Aires, Argentina",-34.665465,-58.519198,11380.55,2.0,,39.0
