pedido_id,user,tenant_id,metodoPago,fechaCreacion,fechaEntrega,fechaCancelacion,estado,repartidor,direccion_entrega,lat,lon,total,calificacion,comentario,tiempo_entrega_min,tiempo_preparacion_min
3679,491,14,CRIPTO,2025-04-03 06:54:14.000000,,2025-04-03 07:01:14,cancelado,,"Rambla de Juanito Pulido 896, Álava, 42944, Buenos Aires, Argentina",-34.665465,-58.519198,8489.26,,,,
3680,46,11,PESOS,2025-03-24 09:59:46.000000,2025-03-24 10:41:46,,completado,,"Plaza de Cirino Cuesta 65 Piso 0 , Melilla, 13849, Buenos Aires, Argentina",-34.665465,-58.519198,4922.3,4.0,,42.0,24.0
3681,23,6,PESOS,2025-04-04 19:34:59.000000,,2025-04-04 19:45:59,cancelado,,"Alameda de Manu Ferrándiz 6 Puerta 0 , Cuenca, 41907, Buenos Aires, Argentina",-34.665465,-58.519198,10624.48,,,,
3682,439,2,CRIPTO,2025-04-03 02:23:31.000000,2025-04-03 02:53:31,,completado,,"Via Gisela Arenas 26, Ciudad, 21957, Buenos Aires, Argentina",-34.665465,-58.519198,5719.82,4.0,,30.0,5.0
3683,102,9,PESOS,2025-04-08 02:20:29.000000,2025-04-08 03:43:29,,completado,,"Vial Aarón Sainz 60, Zaragoza, 40395, Buenos Aires, Argentina",-34.665465,-58.519198,5374.63,1.0,,83.0,61.0
3684,68,18,CRIPTO,2025-03-28 00:24:18.000000,,2025-03-28 00:36:18,cancelado,,"Via de Chita Ribes 58 Piso 5 , Segovia, 17814, Buenos Aires, Argentina",-34.665465,-58.519198,5422.11,,,,
3685,180,1,CRIPTO,2025-03-24 13:15:51.000000,2025-03-24 14:13:51,,completado,,"Pasadizo de Ximena Aller 50 Piso 8 , Vizcaya, 39264, Buenos Aires, Argentina",-34.665465,-58.519198,2803.33,4.0,,58.0,30.0
3686,123,10,CRIPTO,2025-04-08 03:04:51.000000,2025-04-08 04:03:51,,completado,,"Alameda de Roldán Galiano 91 Puerta 7 , Baleares, 21212, Buenos Aires, Argentina",-34.665465,-58.519198,5207.04,2.0,,59.0,37.0
3687,80,16,PESOS,2025-04-03 16:04:10.000000,,2025-04-03 16:12:10,cancelado,,"C. de Ramona Torrent 11, Valladolid, 28400, Buenos Aires, Argentina",-34.665465,-58.519198,7535.12,,,,
3688,273,20,CRIPTO,2025-04-01 21:25:08.000000,2025-04-01 22:49:08,,completado,,"C. Lidia Dominguez 71 Piso 4 , La Coruña, 17617, Buenos Aires, Argentina",-34.665465,-58.519198,6336.01,1.0,Sequi alias voluptates tenetur porro eveniet explicabo.,84.0,59.0
3689,422,15,PESOS,2025-04-05 12:00:35.000000,,2025-04-05 12:09:35,cancelado,,"Calle de Jose Manuel Franco 33, Burgos, 08791, Buenos Aires, Argentina",-34.665465,-58.519198,3248.33,,,,
3690,344,11,PESOS,2025-04-05 04:04:17.000000,,2025-04-05 04:10:17,cancelado,,"Pasadizo Cecilia Boix 21 Apt. 86 , Zaragoza, 44422, Buenos Aires, Argentina",-34.665465,-58.519198,1206.21,,,,
3691,281,16,PESOS,2025-04-14 12:26:43.000000,2025-04-14 13:43:43,,completado,,"Ronda de Marcio Abella 82, Soria, 40197, Buenos Aires, Argentina",-34.665465,-58.519198,8501.85,4.0,,77.0,57.0
3692,270,8,CRIPTO,2025-03-28 05:45:45.000000,,2025-03-28 05:56:45,cancelado,,"Plaza de Dan Gracia 74, Teruel, 03527, Buenos Aires, Argentina",-34.665465,-58.519198,7254.44,,,,
3693,96,5,PESOS,2025-03-25 21:56:08.000000,,2025-03-25 22:03:08,cancelado,,"Cuesta de Ernesto Ramírez 48 Apt. 16 , Guipúzcoa, 39996, Buenos Aires, Argentina",-34.665465,-58.519198,4238.21,,,,
3694,101,4,CRIPTO,2025-03-24 02:56:34.000000,2025-03-24 04:05:34,,completado,,"Cuesta de Gastón Vergara 7, Pontevedra, 15722, Buenos Aires, Argentina",-34.665465,-58.519198,7256.12,3.0,,69.0,48.0
3695,432,20,PESOS,2025-04-14 23:39:07.000000,,2025-04-14 23:46:07,cancelado,,"C. de Isabela Sevillano 18 Puerta 8 , Córdoba, 04672, Buenos Aires, Argentina",-34.665465,-58.519198,6714.19,,,,
3696,480,17,CRIPTO,2025-04-05 11:55:29.000000,,2025-04-05 12:04:29,cancelado,,"Pasadizo Herberto Hervás 991, Salamanca, 23186, Buenos Aires, Argentina",-34.665465,-58.519198,3319.66,,,,
3697,286,20,PESOS,2025-04-18 01:35:35.000000,2025-04-18 02:14:35,,completado,,"Plaza Luciana Borja 86, Girona, 17705, Buenos Aires, Argentina",-34.665465,-58.519198,2948.54,5.0,,39.0,26.0
3698,75,12,CRIPTO,2025-03-23 12:58:33.000000,2025-03-23 13:44:33,,completado,,"Glorieta de Trini Galán 98, Valladolid, 03574, Buenos Aires, Argentina",-34.665465,-58.519198,12016.77,3.0,,46.0,18.0
3699,138,7,PESOS,2025-03-22 02:38:04.000000,2025-03-22 03:33:04,,completado,,"Urbanización de Juan Luis Paniagua 44, Jaén, 37135, Buenos Aires, Argentina",-34.665465,-58.519198,4554.36,1.0,Ut eaque fugiat iure libero harum vitae.,55.0,33.0
3700,64,12,PESOS,2025-04-14 02:18:26.000000,,2025-04-14 02:23:26,cancelado,,"Pasaje de Apolinar Mate 34, Málaga, 25645, Buenos Aires, Argentina",-34.665465,-58.519198,10239.97,,,,
3701,301,1,PESOS,2025-04-16 23:04:38.000000,2025-04-16 23:52:38,,completado,,"Pasaje Danilo Robledo 30, Barcelona, 10670, Buenos Aires, Argentina",-34.665465,-58.519198,6694.04,3.0,,48.0,27.0
3702,55,5,PESOS,2025-03-31 22:44:22.000000,,2025-03-31 22:50:22,cancelado,,"Plaza Emilio Riquelme 87, Ourense, 11078, Buenos Aires, Argentina",-34.665465,-58.519198,10146.19,,,,
3703,390,5,PESOS,2025-04-17 11:20:18.000000,,2025-04-17 11:35:18,cancelado,,"Avenida de Carlota Sevilla 82, Guadalajara, 03168, Buenos Aires, Argentina",-34.665465,-58.519198,5078.85,,,,
3704,271,12,PESOS,2025-03-31 03:38:25.000000,,2025-03-31 03:48:25,cancelado,,"Vial Emperatriz Robles 766 Puerta 1 , Zamora, 51791, Buenos Aires, Argentina",-34.665465,-58.519198,8185.55,,,,
3705,261,3,PESOS,2025-04-03 02:40:35.000000,2025-04-03 03:18:35,,completado,,"Alameda Rocío Laguna 7, Toledo, 15607, Buenos Aires, Argentina",-34.665465,-58.519198,3120.17,4.0,Iusto voluptatibus voluptates temporibus.,38.0,17.0
3706,222,16,CRIPTO,2025-03-20 19:43:55.000000,,2025-03-20 19:55:55,cancelado,,"Plaza de Graciela Andreu 78, Cáceres, 09178, Buenos Aires, Argentina",-34.665465,-58.519198,6446.57,,,,
3707,362,14,CRIPTO,2025-03-30 23:03:51.000000,,2025-03-30 23:08:51,cancelado,,"Glorieta de Brunilda Perelló 95, Cádiz, 24110, Buenos Aires, Argentina",-34.665465,-58.519198,7843.22,,,,
3708,93,6,PESOS,2025-03-31 22:21:59.000000,2025-03-31 22:46:59,,completado,,"Pasaje Hernando Verdugo 59, Burgos, 17264, Buenos Aires, Argentina",-34.665465,-58.519198,9498.88,4.0,,25.0,7.0
3709,390,20,PESOS,2025-03-26 00:27:32.000000,2025-03-26 01:33:32,,completado,,"Avenida de Carlota Sevilla 82, Guadalajara, 03168, Buenos Aires, Argentina",-34.665465,-58.519198,4107.47,4.0,,66.0,46.0
3710,380,19,PESOS,2025-04-05 19:14:24.000000,2025-04-05 20:12:24,,completado,,"Vial Elena Yuste 5 Piso 1 , Álava, 34168, Buenos Aires, Argentina",-34.665465,-58.519198,3229.82,4.0,,58.0,39.0
3711,377,10,CRIPTO,2025-03-27 01:54:12.000000,2025-03-27 03:03:12,,completado,,"Via de Alcides Gallego 34 Piso 7 , Lugo, 49267, Buenos Aires, Argentina",-34.665465,-58.519198,8119.82,3.0,,69.0,55.0
3712,51,12,CRIPTO,2025-04-05 03:45:36.000000,2025-04-05 04:58:36,,completado,,"Paseo Jose Angel Heredia 97 Apt. 30 , Castellón, 12868, Buenos Aires, Argentina",-34.665465,-58.519198,6633.47,1.0,Excepturi eum maxime iste alias esse similique.,73.0,62.0
3713,219,8,PESOS,2025-03-21 12:03:30.000000,2025-03-21 13:15:30,,completado,,"Acceso Eusebio Ricart 55 Piso 6 , Toledo, 48339, Buenos Aires, Argentina",-34.665465,-58.519198,5432.79,5.0,,72.0,50.0
3714,412,19,PESOS,2025-04-01 16:18:39.000000,,2025-04-01 16:28:39,cancelado,,"Pasaje de Ulises Rosales 41 Piso 9 , Cuenca, 04608, Buenos Aires, Argentina",-34.665465,-58.519198,773.53,,,,
3715,322,13,PESOS,2025-03-31 01:40:03.000000,2025-03-31 02:16:03,,completado,,"Cañada de Genoveva Osuna 9, Málaga, 03546, Buenos Aires, Argentina",-34.665465,-58.519198,8055.58,5.0,,36.0,10.0
3716,226,8,PESOS,2025-03-26 10:45:59.000000,2025-03-26 11:55:59,,completado,,"Cañada de Sandalio Barrena 36, Álava, 36295, Buenos Aires, Argentina",-34.665465,-58.519198,2592.7,3.0,,70.0,44.0
3717,415,3,PESOS,2025-04-12 05:03:24.000000,2025-04-12 05:50:24,,completado,,"Rambla de Adelaida Arnau 26, Badajoz, 49505, Buenos Aires, Argentina",-34.665465,-58.519198,6621.18,3.0,,47.0,29.0
3718,399,8,PESOS,2025-03-26 14:06:47.000000,2025-03-26 15:04:47,,completado,,"Urbanización Adriana Montaña 7, Valencia, 31356, Buenos Aires, Argentina",-34.665465,-58.519198,7681.96,3.0,,58.0,46.0
3719,158,14,PESOS,2025-04-13 10:20:33.000000,,2025-04-13 10:30:33,cancelado,,"Cañada de Nydia Oliver 828, Asturias, 46936, Buenos Aires, Argentina",-34.665465,-58.519198,4907.68,,,,
3720,343,14,PESOS,2025-03-29 07:01:49.000000,,2025-03-29 07:14:49,cancelado,,"Pasadizo Ariadna Giner 17 Apt. 23 , Soria, 44549, Buenos Aires, Argentina",-34.665465,-58.519198,7824.59,,,,
3721,373,7,PESOS,2025-04-07 05:26:03.000000,2025-04-07 06:07:03,,completado,,"Ronda Ruth Carbonell 51 Puerta 7 , Barcelona, 29993, Buenos Aires, Argentina",-34.665465,-58.519198,4554.36,4.0,,41.0,13.0
3722,306,4,PESOS,2025-04-09 09:51:45.000000,2025-04-09 10:29:45,,completado,,"Acceso Ruperta Vila 31, Baleares, 28430, Buenos Aires, Argentina",-34.665465,-58.519198,8871.13,4.0,,38.0,15.0
3723,404,10,CRIPTO,2025-04-15 14:13:03.000000,,2025-04-15 14:18:03,cancelado,,"Ronda Erasmo Amador 7, Burgos, 17520, Buenos Aires, Argentina",-34.665465,-58.519198,1146.89,,,,
3724,315,19,PESOS,2025-03-25 05:43:54.000000,2025-03-25 06:48:54,,completado,,"Cuesta Ana Martín 23, Burgos, 09402, Buenos Aires, Argentina",-34.665465,-58.519198,4722.69,4.0,Dolores nisi mollitia odio non quasi accusantium.,65.0,52.0
3725,89,20,CRIPTO,2025-04-12 15:53:50.000000,2025-04-12 16:44:50,,completado,,"Ronda de Azeneth Aznar 44 Piso 8 , Toledo, 48554, Buenos Aires, Argentina",-34.665465,-58.519198,9786.91,1.0,,51.0,28.0
3726,103,7,PESOS,2025-03-23 06:27:51.000000,2025-03-23 07:03:51,,completado,,"Urbanización Leire Juliá 65 Piso 7 , Barcelona, 25146, Buenos Aires, Argentina",-34.665465,-58.519198,10617.62,3.0,,36.0,16.0
3727,366,2,PESOS,2025-04-10 08:29:29.000000,2025-04-10 09:36:29,,completado,,"Paseo de David Menéndez 19, Segovia, 22275, Buenos Aires, Argentina",-34.665465,-58.519198,1354.11,4.0,,67.0,53.0
3728,426,19,PESOS,2025-04-18 10:43:42.000000,2025-04-18 11:24:42,,completado,,"Camino de Débora Pomares 6, Vizcaya, 28998, Buenos Aires, Argentina",-34.665465,-58.519198,773.53,2.0,,41.0,23.0
3729,439,3,CRIPTO,2025-03-25 08:15:32.000000,2025-03-25 09:29:32,,completado,,"Via Gisela Arenas 26, Ciudad, 21957, Buenos Aires, Argentina",-34.665465,-58.519198,5487.73,1.0,,74.0,47.0
3730,344,20,PESOS,2025-04-08 11:37:27.000000,2025-04-08 12:30:27,,completado,,"Pasadizo Cecilia Boix 21 Apt. 86 , Zaragoza, 44422, Buenos Aires, Argentina",-34.665465,-58.519198,10827.06,5.0,Facere veritatis porro.,53.0,41.0
3731,47,18,PESOS,2025-03-28 21:25:34.000000,2025-03-28 22:02:34,,completado,,"C. Federico Diéguez 531, Girona, 01651, Buenos Aires, Argentina",-34.665465,-58.519198,6130.74,3.0,,37.0,19.0
3732,80,1,PESOS,2025-04-14 17:03:10.000000,2025-04-14 17:50:10,,completado,,"C. de Ramona Torrent 11, Valladolid, 28400, Buenos Aires, Argentina",-34.665465,-58.519198,7788.44,3.0,Deserunt nemo blanditiis doloremque omnis ipsam expedita sed.,47.0,20.0
3733,233,10,PESOS,2025-04-18 14:09:56.000000,2025-04-18 14:59:56,,completado,,"Glorieta de Adrián Pavón 1, Málaga, 22695, Buenos Aires, Argentina",-34.665465,-58.519198,8525.31,4.0,,50.0,38.0
3734,220,12,PESOS,2025-04-09 08:54:45.000000,2025-04-09 09:38:45,,completado,,"Glorieta de Reynaldo Olivares 970, Zamora, 11585, Buenos Aires, Argentina",-34.665465,-58.519198,3383.16,2.0,Atque neque consectetur odio dolorem reprehenderit est.,44.0,22.0
3735,143,20,PESOS,2025-03-27 23:36:38.000000,,2025-03-27 23:48:38,cancelado,,"Ronda Lupe Vargas 69 Piso 7 , La Rioja, 10500, Buenos Aires, Argentina",-34.665465,-58.519198,4107.47,,,,
3736,33,2,PESOS,2025-03-23 07:29:16.000000,2025-03-23 08:25:16,,completado,,"Avenida de Aura Niño 9, Murcia, 43538, Buenos Aires, Argentina",-34.665465,-58.519198,7837.27,1.0,,56.0,31.0
3737,444,2,PESOS,2025-04-15 07:29:33.000000,2025-04-15 08:10:33,,completado,,"C. de Encarnacion Molins 8 Puerta 1 , Salamanca, 37799, Buenos Aires, Argentina",-34.665465,-58.519198,8659.3,2.0,,41.0,30.0
3738,455,3,PESOS,2025-04-14 02:16:38.000000,,2025-04-14 02:30:38,cancelado,,"C. Angélica Saldaña 59 Piso 3 , Ourense, 51076, Buenos Aires, Argentina",-34.665465,-58.519198,8937.6,,,,
3739,452,7,PESOS,2025-03-29 06:40:30.000000,2025-03-29 07:29:30,,completado,,"Plaza de Carmina Merino 386 Apt. 43 , Zamora, 10397, Buenos Aires, Argentina",-34.665465,-58.519198,1963.01,4.0,At cumque sequi laudantium.,49.0,26.0
3740,109,11,PESOS,2025-04-13 20:37:56.000000,,2025-04-13 20:48:56,cancelado,,"Paseo Fausto Hervia 4, Tarragona, 47515, Buenos Aires, Argentina",-34.665465,-58.519198,8196.93,,,,
3741,379,4,CRIPTO,2025-04-01 19:22:32.000000,,2025-04-01 19:30:32,cancelado,,"Vial de Coral Exposito 21, Ourense, 44276, Buenos Aires, Argentina",-34.665465,-58.519198,11311.15,,,,
3742,453,18,CRIPTO,2025-04-03 22:20:37.000000,2025-04-03 23:02:37,,completado,,"Acceso de Teodora Cifuentes 510, Almería, 50920, Buenos Aires, Argentina",-34.665465,-58.519198,7174.92,4.0,,42.0,19.0
3743,73,10,PESOS,2025-04-12 18:18:31.000000,2025-04-12 19:28:31,,completado,,"Glorieta de Blanca Morcillo 85, Cuenca, 22142, Buenos Aires, Argentina",-34.665465,-58.519198,4374.99,1.0,,70.0,40.0
3744,120,20,PESOS,2025-04-08 08:15:54.000000,,2025-04-08 08:27:54,cancelado,,"Alameda Jonatan Bartolomé 359 Puerta 4 , Badajoz, 42227, Buenos Aires, Argentina",-34.665465,-58.519198,8586.01,,,,
3745,380,19,PESOS,2025-03-31 04:05:36.000000,2025-03-31 05:15:36,,completado,,"Vial Elena Yuste 5 Piso 1 , Álava, 34168, Buenos Aires, Argentina",-34.665465,-58.519198,10442.24,4.0,,70.0,49.0
3746,475,20,PESOS,2025-03-30 13:28:03.000000,2025-03-30 14:08:03,,completado,,"Vial Ambrosio Linares 361, Cuenca, 24111, Buenos Aires, Argentina",-34.665465,-58.519198,2641.9,5.0,,40.0,15.0
3747,451,5,PESOS,2025-03-26 05:07:32.000000,,2025-03-26 05:15:32,cancelado,,"Callejón Felipa Mercader 39, Lleida, 06322, Buenos Aires, Argentina",-34.665465,-58.519198,2958.12,,,,
3748,261,19,CRIPTO,2025-03-27 20:50:11.000000,2025-03-27 21:58:11,,completado,,"Alameda Rocío Laguna 7, Toledo, 15607, Buenos Aires, Argentina",-34.665465,-58.519198,773.53,2.0,,68.0,47.0
3749,126,14,CRIPTO,2025-04-17 10:56:51.000000,2025-04-17 11:41:51,,completado,,"Alameda Socorro Escalona 673, Valladolid, 43141, Buenos Aires, Argentina",-34.665465,-58.519198,4215.06,3.0,,45.0,34.0
3750,497,18,PESOS,2025-04-12 10:48:24.000000,2025-04-12 11:51:24,,completado,,"C. Paloma Lucas 53, Cantabria, 32229, Buenos Aires, Argentina",-34.665465,-58.519198,4723.95,2.0,,63.0,44.0
3751,79,16,CRIPTO,2025-04-19 10:44:28.000000,2025-04-19 11:44:28,,completado,,"Cuesta Ema Armengol 54 Puerta 6 , Navarra, 02057, Buenos Aires, Argentina",-34.665465,-58.519198,2384.43,2.0,,60.0,50.0
3752,11,12,PESOS,2025-04-10 07:15:00.000000,,2025-04-10 07:29:00,cancelado,,"Vial Flora Aragonés 7 Apt. 44 , Valencia, 32136, Buenos Aires, Argentina",-34.665465,-58.519198,3383.16,,,,
3753,111,6,PESOS,2025-04-15 17:42:45.000000,,2025-04-15 17:54:45,cancelado,,"Glorieta Jose Miguel Planas 9, Barcelona, 43746, Buenos Aires, Argentina",-34.665465,-58.519198,5540.41,,,,
3754,463,7,PESOS,2025-03-30 02:38:13.000000,2025-03-30 03:06:13,,completado,,"Avenida Guadalupe Tenorio 79 Puerta 6 , La Rioja, 15715, Buenos Aires, Argentina",-34.665465,-58.519198,4247.5,1.0,,28.0,10.0
3755,128,6,PESOS,2025-04-15 11:08:20.000000,2025-04-15 11:57:20,,completado,,"Acceso Jose Manuel Camino 615 Puerta 9 , Ávila, 30765, Buenos Aires, Argentina",-34.665465,-58.519198,7175.42,5.0,Doloribus porro doloremque aliquid quos laudantium.,49.0,33.0
3756,62,16,CRIPTO,2025-04-02 23:49:13.000000,,2025-04-02 23:55:13,cancelado,,"C. Guadalupe Rius 64, Cuenca, 03235, Buenos Aires, Argentina",-34.665465,-58.519198,8850.35,,,,
3757,152,2,PESOS,2025-04-08 09:08:09.000000,,2025-04-08 09:13:09,cancelado,,"Cuesta de Luciana Vara 4, Cuenca, 30032, Buenos Aires, Argentina",-34.665465,-58.519198,4264.49,,,,
3758,109,19,CRIPTO,2025-04-14 05:12:11.000000,2025-04-14 05:55:11,,completado,,"Paseo Fausto Hervia 4, Tarragona, 47515, Buenos Aires, Argentina",-34.665465,-58.519198,9444.22,1.0,Laboriosam a corporis non.,43.0,21.0
3759,154,20,PESOS,2025-03-27 03:55:01.000000,2025-03-27 05:02:01,,completado,,"Acceso Octavio Ricart 68, Álava, 10086, Buenos Aires, Argentina",-34.665465,-58.519198,7705.89,3.0,Magnam exercitationem sequi laborum.,67.0,40.0
3760,261,12,PESOS,2025-04-11 05:19:50.000000,2025-04-11 06:20:50,,completado,,"Alameda Rocío Laguna 7, Toledo, 15607, Buenos Aires, Argentina",-34.665465,-58.519198,6633.47,1.0,,61.0,37.0
3761,199,17,PESOS,2025-04-10 01:38:51.000000,2025-04-10 02:31:51,,completado,,"Urbanización de Jose Francisco Otero 66, Valencia, 42824, Buenos Aires, Argentina",-34.665465,-58.519198,8276.84,4.0,,53.0,36.0
3762,24,10,CRIPTO,2025-03-21 08:05:32.000000,2025-03-21 08:57:32,,completado,,"Calle Begoña Bastida 7, Barcelona, 43840, Buenos Aires, Argentina",-34.665465,-58.519198,5003.66,5.0,,52.0,25.0
3763,418,16,PESOS,2025-04-13 17:14:41.000000,2025-04-13 18:28:41,,completado,,"Camino Martin Esteve 35, Granada, 25362, Buenos Aires, Argentina",-34.665465,-58.519198,6264.48,4.0,Quibusdam eius iusto doloremque eveniet molestiae maxime.,74.0,49.0
3764,347,9,PESOS,2025-04-19 16:09:35.000000,2025-04-19 17:39:35,,completado,,"Glorieta de Prudencia Guijarro 97, León, 03276, Buenos Aires, Argentina",-34.665465,-58.519198,9879.39,1.0,,90.0,64.0
3765,254,2,CRIPTO,2025-04-09 05:39:49.000000,2025-04-09 06:44:49,,completado,,"Paseo de Zoraida Maestre 35 Puerta 8 , Granada, 02668, Buenos Aires, Argentina",-34.665465,-58.519198,4394.81,3.0,,65.0,49.0
3766,108,16,CRIPTO,2025-04-13 05:53:58.000000,,2025-04-13 06:06:58,cancelado,,"C. de Ema Pedro 6 Puerta 3 , Guipúzcoa, 17114, Buenos Aires, Argentina",-34.665465,-58.519198,7246.3,,,,
3767,409,19,PESOS,2025-03-23 14:19:22.000000,2025-03-23 15:16:22,,completado,,"Glorieta Aura Llano 10, Madrid, 47607, Buenos Aires, Argentina",-34.665465,-58.519198,3262.94,2.0,,57.0,41.0
3768,409,5,PESOS,2025-03-31 15:11:50.000000,,2025-03-31 15:17:50,cancelado,,"Glorieta Aura Llano 10, Madrid, 47607, Buenos Aires, Argentina",-34.665465,-58.519198,10621.46,,,,
3769,241,14,CRIPTO,2025-04-07 22:11:50.000000,2025-04-07 23:00:50,,completado,,"Calle de Jenny Castells 86 Puerta 1 , Valladolid, 22773, Buenos Aires, Argentina",-34.665465,-58.519198,3556.73,2.0,,49.0,38.0
3770,80,7,PESOS,2025-03-22 20:38:34.000000,2025-03-22 21:20:34,,completado,,"C. de Ramona Torrent 11, Valladolid, 28400, Buenos Aires, Argentina",-34.665465,-58.519198,3524.28,4.0,,42.0,16.0
3771,445,10,PESOS,2025-04-11 11:07:15.000000,2025-04-11 11:43:15,,completado,,"Callejón María Manuela Lladó 81, León, 48909, Buenos Aires, Argentina",-34.665465,-58.519198,7019.0,1.0,,36.0,19.0
3772,466,20,PESOS,2025-04-10 15:02:41.000000,2025-04-10 16:03:41,,completado,,"Pasaje de Olegario Valderrama 73 Puerta 5 , Melilla, 15443, Buenos Aires, Argentina",-34.665465,-58.519198,10849.54,2.0,,61.0,51.0
3773,206,16,CRIPTO,2025-04-11 22:23:44.000000,2025-04-11 23:24:44,,completado,,"Avenida de María Jesús Valdés 38 Piso 7 , Valladolid, 40194, Buenos Aires, Argentina",-34.665465,-58.519198,6055.35,5.0,,61.0,51.0
3774,62,3,PESOS,2025-04-08 04:58:52.000000,2025-04-08 05:39:52,,completado,,"C. Guadalupe Rius 64, Cuenca, 03235, Buenos Aires, Argentina",-34.665465,-58.519198,3120.17,2.0,,41.0,14.0
3775,448,15,PESOS,2025-04-06 20:47:08.000000,2025-04-06 21:36:08,,completado,,"Via de Olegario Cardona 4, La Rioja, 44910, Buenos Aires, Argentina",-34.665465,-58.519198,4027.86,4.0,Impedit officiis nihil tempora ullam ut quas hic.,49.0,24.0
3776,419,3,CRIPTO,2025-04-11 06:56:18.000000,,2025-04-11 07:08:18,cancelado,,"Paseo de Armando Tur 22 Apt. 15 , Madrid, 37705, Buenos Aires, Argentina",-34.665465,-58.519198,1518.77,,,,
3777,454,12,PESOS,2025-04-05 04:19:58.000000,2025-04-05 05:24:58,,completado,,"Acceso de Rodrigo Lladó 34, Ceuta, 43570, Buenos Aires, Argentina",-34.665465,-58.519198,2930.25,4.0,,65.0,44.0
3778,419,7,CRIPTO,2025-03-30 03:43:09.000000,2025-03-30 04:13:09,,completado,,"Paseo de Armando Tur 22 Apt. 15 , Madrid, 37705, Buenos Aires, Argentina",-34.665465,-58.519198,4554.36,5.0,,30.0,15.0
3779,66,19,PESOS,2025-04-01 14:56:26.000000,,2025-04-01 15:09:26,cancelado,,"Callejón Celia Naranjo 2, Sevilla, 40447, Buenos Aires, Argentina",-34.665465,-58.519198,5472.36,,,,
3780,256,17,CRIPTO,2025-04-19 01:32:07.000000,2025-04-19 02:32:07,,completado,,"Pasaje Aránzazu Fuente 22, Girona, 18097, Buenos Aires, Argentina",-34.665465,-58.519198,6506.19,1.0,Iste voluptatum labore velit.,60.0,43.0
3781,358,18,PESOS,2025-04-17 09:01:31.000000,2025-04-17 09:50:31,,completado,,"Vial de Hugo Sanz 7 Piso 6 , La Rioja, 30403, Buenos Aires, Argentina",-34.665465,-58.519198,1574.08,2.0,Nostrum incidunt quaerat tempora quo temporibus magnam.,49.0,20.0
3782,127,12,PESOS,2025-03-30 15:45:46.000000,2025-03-30 16:44:46,,completado,,"Plaza de Fulgencio Cuervo 50, Lleida, 38324, Buenos Aires, Argentina",-34.665465,-58.519198,8887.51,4.0,,59.0,33.0
3783,396,2,PESOS,2025-03-30 11:44:39.000000,2025-03-30 12:33:39,,completado,,"Plaza Fito Sedano 10 Puerta 5 , Ourense, 45151, Buenos Aires, Argentina",-34.665465,-58.519198,4694.22,5.0,,49.0,26.0
3784,121,4,PESOS,2025-03-26 01:27:23.000000,,2025-03-26 01:40:23,cancelado,,"Calle de Victor Manso 140, Cáceres, 48674, Buenos Aires, Argentina",-34.665465,-58.519198,9505.43,,,,
3785,3,14,CRIPTO,2025-04-05 23:31:17.000000,2025-04-06 00:18:17,,completado,,"Callejón Ruy Solé 2, Toledo, 28463, Buenos Aires, Argentina",-34.665465,-58.519198,6541.25,1.0,,47.0,27.0
3786,286,2,CRIPTO,2025-03-30 19:06:02.000000,,2025-03-30 19:14:02,cancelado,,"Plaza Luciana Borja 86, Girona, 17705, Buenos Aires, Argentina",-34.665465,-58.519198,11380.55,,,,
3787,72,5,CRIPTO,2025-03-24 13:29:56.000000,2025-03-24 13:56:56,,completado,,"Cuesta de Débora Vilar 109 Apt. 89 , Toledo, 11955, Buenos Aires, Argentina",-34.665465,-58.519198,12745.89,5.0,,27.0,6.0
3788,256,9,PESOS,2025-04-19 14:17:56.000000,,2025-04-19 14:24:56,cancelado,,"Pasaje Aránzazu Fuente 22, Girona, 18097, Buenos Aires, Argentina",-34.665465,-58.519198,4427.08,,,,
3789,371,19,PESOS,2025-03-29 21:50:24.000000,2025-03-29 23:01:24,,completado,,"Acceso María Dolores Gisbert 99, Álava, 23590, Buenos Aires, Argentina",-34.665465,-58.519198,4589.11,4.0,At dignissimos nemo perspiciatis at ipsam minima.,71.0,47.0
3790,115,9,CRIPTO,2025-04-04 07:18:24.000000,,2025-04-04 07:29:24,cancelado,,"Camino Xavier Valera 2 Piso 0 , Huelva, 33847, Buenos Aires, Argentina",-34.665465,-58.519198,3063.05,,,,
3791,406,17,PESOS,2025-04-09 14:27:10.000000,,2025-04-09 14:40:10,cancelado,,"Pasadizo de Silvia Macias 25, Madrid, 45199, Buenos Aires, Argentina",-34.665465,-58.519198,9095.4,,,,
3792,22,18,CRIPTO,2025-04-17 19:00:53.000000,,2025-04-17 19:10:53,cancelado,,"Rambla de Leonel Llamas 845 Apt. 87 , Girona, 46429, Buenos Aires, Argentina",-34.665465,-58.519198,3848.03,,,,
3793,90,2,CRIPTO,2025-04-13 07:56:41.000000,,2025-04-13 08:05:41,cancelado,,"Ronda de Abilio Sosa 4 Puerta 1 , Salamanca, 22666, Buenos Aires, Argentina",-34.665465,-58.519198,11254.66,,,,
3794,170,10,PESOS,2025-04-19 03:15:15.000000,,2025-04-19 03:20:15,cancelado,,"Glorieta de Pablo Cerezo 74, Segovia, 44917, Buenos Aires, Argentina",-34.665465,-58.519198,4826.53,,,,
3795,85,18,CRIPTO,2025-03-25 06:42:05.000000,,2025-03-25 06:54:05,cancelado,,"Vial de Palmira Vilanova 43, Málaga, 51633, Buenos Aires, Argentina",-34.665465,-58.519198,4723.95,,,,
